STATISTIC_CODE,Statistic,CSOED_3409,Electoral_Division,TLISTA1,CensusYear,UNIT,VALUE,GUID,ED_ID
FP009C02,Population - 2022,23165,"Glengar, Co.Tipperary, ",2022,2022,Number,250.0,2AE196291C2913A3E055000000000001,217079
FP009C02,Population - 2022,15019,"Imael North, Co.Wicklow, ",2022,2022,Number,250.0,2AE196291E5313A3E055000000000001,257043
FP009C02,Population - 2022,19031,"An Clochán, Co.Co.Kerry, ",2022,2022,Number,250.0,2AE19629238A13A3E055000000000001,77048
FP009C02,Population - 2022,25026,"Coumaraglin, Co.Waterford, ",2022,2022,Number,260.0,2AE196291B2013A3E055000000000001,227027
FP009C02,Population - 2022,08084,"Kyle South, Co.Laois, ",2022,2022,Number,292.0,2AE1962916E013A3E055000000000001,107064
FP009C02,Population - 2022,29039,"Coonard, Co.Mayo, ",2022,2022,Number,292.0,2AE19629196D13A3E055000000000001,157059
FP009C02,Population - 2022,27171,"Kilquain, Co.Galway, ",2022,2022,Number,292.0,2AE19629232513A3E055000000000001,67145
FP009C02,Population - 2022,21037,"Griston, Co.Limerick, ",2022,2022,Number,308.0,2AE1962917AA13A3E055000000000001,127083
FP009C02,Population - 2022,13052,"Rosmead, Co.Westmeath, ",2022,2022,Number,308.0,2AE196291B6813A3E055000000000001,237092
FP009C02,Population - 2022,15053,"Glendalough, Co.Wicklow, ",2022,2022,Number,308.0,2AE196291E3E13A3E055000000000001,257037
FP009C02,Population - 2022,21016,"Garrane, Co.Limerick, ",2022,2022,Number,324.0,2AE19629178C13A3E055000000000001,127073
FP009C02,Population - 2022,11063,"Killallon, Co.Meath, ",2022,2022,Number,324.0,2AE19629183E13A3E055000000000001,167047
FP009C02,Population - 2022,30087,"Dunamon, Co.Roscommon, ",2022,2022,Number,324.0,2AE1962919E713A3E055000000000001,197055
FP009C02,Population - 2022,30112,"Tulsk, Co.Roscommon, ",2022,2022,Number,324.0,2AE1962919F713A3E055000000000001,197109
FP009C02,Population - 2022,18277,"Ballyarthur, Co.Cork, ",2022,2022,Number,324.0,2AE196291F2313A3E055000000000001,47020
FP009C02,Population - 2022,16101,"Rahona, Co.Clare, ",2022,2022,Number,324.0,2AE196291FEC13A3E055000000000001,37135
FP009C02,Population - 2022,07060,"Tullaroan, Co.Kilkenny, ",2022,2022,Number,324.0,2AE19629240713A3E055000000000001,97108
FP009C02,Population - 2022,21081,"Ballynoe West, Co.Limerick, ",2022,2022,Number,340.0,2AE19629176F13A3E055000000000001,127025
FP009C02,Population - 2022,27066,"Ballinastack, Co.Galway, ",2022,2022,Number,340.0,2AE19629205E13A3E055000000000001,67018
FP009C02,Population - 2022,08011,"Cuffsborough, Co.Laois, ",2022,2022,Number,356.0,2AE1962916CA13A3E055000000000001,107035
FP009C02,Population - 2022,13063,"Churchtown, Co.Westmeath, ",2022,2022,Number,356.0,2AE196291B4D13A3E055000000000001,237026
FP009C02,Population - 2022,18248,"Ballyspillane, Co.Cork, ",2022,2022,Number,356.0,2AE196291F7113A3E055000000000001,47039
FP009C02,Population - 2022,21080,"Ballintober, Co.Limerick, ",2022,2022,Number,372.0,2AE19629175313A3E055000000000001,127014
FP009C02,Population - 2022,21095,"Kilmeedy, Co.Limerick, ",2022,2022,Number,372.0,2AE1962917A413A3E055000000000001,127095
FP009C02,Population - 2022,13064,"Cloghan, Co.Westmeath, ",2022,2022,Number,372.0,2AE196291B5713A3E055000000000001,237027
FP009C02,Population - 2022,15042,"Ballinacor, Co.Wicklow, ",2022,2022,Number,372.0,2AE196291E7513A3E055000000000001,257007
FP009C02,Population - 2022,18228,"Clenor, Co.Cork, ",2022,2022,Number,372.0,2AE196291EF313A3E055000000000001,47093
FP009C02,Population - 2022,16023,"Muckanagh, Co.Clare, ",2022,2022,Number,372.0,2AE196291FCD13A3E055000000000001,37125
FP009C02,Population - 2022,07087,"Woolengrange, Co.Kilkenny, ",2022,2022,Number,372.0,2AE1962923B413A3E055000000000001,97113
FP009C02,Population - 2022,16085,"Glenmore, Co.Clare, ",2022,2022,Number,388.0,2AE19629202313A3E055000000000001,37066
FP009C02,Population - 2022,27167,"Drummin, Co.Galway, ",2022,2022,Number,388.0,2AE19629232113A3E055000000000001,67091
FP009C02,Population - 2022,08089,"Arless, Co.Laois, ",2022,2022,Number,404.0,2AE1962916AC13A3E055000000000001,107005
FP009C02,Population - 2022,08037,"Tankardstown, Co.Laois, ",2022,2022,Number,404.0,2AE19629170113A3E055000000000001,107092
FP009C02,Population - 2022,18190,"Kinure, Co.Cork, ",2022,2022,Number,404.0,2AE19629211413A3E055000000000001,47223
FP009C02,Population - 2022,19048,"Cappagh, Co.Co.Kerry, ",2022,2022,Number,404.0,2AE19629235313A3E055000000000001,77038
FP009C02,Population - 2022,09046,"Corboy, Co.Longford, ",2022,2022,Number,420.0,2AE1962918DD13A3E055000000000001,137020
FP009C02,Population - 2022,31050,"Drumfin, Co.Sligo, ",2022,2022,Number,420.0,2AE196291A0A13A3E055000000000001,207040
FP009C02,Population - 2022,22074,"Moyaliff, Co.Tipperary, ",2022,2022,Number,420.0,2AE196291C6213A3E055000000000001,217131
FP009C02,Population - 2022,25070,"Ballynakill (Part Rural), Co.Waterford, ",2022,2022,Number,420.0,2AE196291C7D13A3E055000000000001,227012
FP009C02,Population - 2022,32038,"Ballintemple, Co.Cavan, ",2022,2022,Number,420.0,2AE196291C9913A3E055000000000001,27005
FP009C02,Population - 2022,33143,"Lettermore, Co.Donegal, ",2022,2022,Number,420.0,2AE1962920FC13A3E055000000000001,57109
FP009C02,Population - 2022,27079,"Templetogher, Co.Galway, ",2022,2022,Number,420.0,2AE19629232813A3E055000000000001,67206
FP009C02,Population - 2022,27208,"Kilshanvy, Co.Galway, ",2022,2022,Number,420.0,2AE19629233013A3E055000000000001,67147
FP009C02,Population - 2022,30019,"Rockhill, Co.Roscommon, ",2022,2022,Number,436.0,2AE1962919C913A3E055000000000001,197094
FP009C02,Population - 2022,18117,"Kinneigh, Co.Cork, ",2022,2022,Number,436.0,2AE19629210913A3E055000000000001,47220
FP009C02,Population - 2022,31006,"Coolavin, Co.Sligo, ",2022,2022,Number,452.0,2AE1962919E413A3E055000000000001,207032
FP009C02,Population - 2022,31035,"Ballintogher West, Co.Sligo, ",2022,2022,Number,452.0,2AE196291A2613A3E055000000000001,207008
FP009C02,Population - 2022,25009,"Mothel, Co.Waterford, ",2022,2022,Number,452.0,2AE196291B1513A3E055000000000001,227071
FP009C02,Population - 2022,13077,"Huntingdon, Co.Westmeath, ",2022,2022,Number,452.0,2AE196291BDE13A3E055000000000001,237056
FP009C02,Population - 2022,32075,"Redhill, Co.Cavan, ",2022,2022,Number,452.0,2AE196291DDB13A3E055000000000001,27077
FP009C02,Population - 2022,18176,"Tullylease, Co.Cork, ",2022,2022,Number,452.0,2AE19629211D13A3E055000000000001,47314
FP009C02,Population - 2022,21010,"Coolrus, Co.Limerick, ",2022,2022,Number,468.0,2AE19629178813A3E055000000000001,127049
FP009C02,Population - 2022,01029,"Kilbride, Co.Carlow, ",2022,2022,Number,468.0,2AE19629188A13A3E055000000000001,17026
FP009C02,Population - 2022,15028,"The Grange, Co.Wicklow, ",2022,2022,Number,468.0,2AE196291EC313A3E055000000000001,257070
FP009C02,Population - 2022,08015,"Donore, Co.Laois, ",2022,2022,Number,484.0,2AE1962916B813A3E055000000000001,107041
FP009C02,Population - 2022,01044,"Tankardstown, Co.Carlow, ",2022,2022,Number,484.0,2AE19629182013A3E055000000000001,17046
FP009C02,Population - 2022,34031,"Greagh, Co.Monaghan, ",2022,2022,Number,484.0,2AE196291A6713A3E055000000000001,177047
FP009C02,Population - 2022,22066,"Glenkeen, Co.Tipperary, ",2022,2022,Number,484.0,2AE196291C3313A3E055000000000001,217080
FP009C02,Population - 2022,22056,"Killavinoge, Co.Tipperary, ",2022,2022,Number,484.0,2AE196291C8513A3E055000000000001,217100
FP009C02,Population - 2022,16108,"Castlecrine, Co.Clare, ",2022,2022,Number,484.0,2AE19629200413A3E055000000000001,37024
FP009C02,Population - 2022,09039,"Ardagh West, Co.Longford, ",2022,2022,Number,500.0,2AE19629180813A3E055000000000001,137005
FP009C02,Population - 2022,14084,"Old Ross, Co.Wexford, ",2022,2022,Number,500.0,2AE196291EBB13A3E055000000000001,247096
FP009C02,Population - 2022,08030,"Barrowhouse, Co.Laois, ",2022,2022,Number,520.0,2AE1962916B013A3E055000000000001,107016
FP009C02,Population - 2022,30049,"Oakport, Co.Roscommon, ",2022,2022,Number,520.0,2AE1962919BE13A3E055000000000001,197092
FP009C02,Population - 2022,11075,"Cloghbrack, Co.Meath, ",2022,2022,Number,552.0,2AE19629185F13A3E055000000000001,167019
FP009C02,Population - 2022,18275,"Rathcool, Co.Cork, ",2022,2022,Number,552.0,2AE19629213613A3E055000000000001,47276
FP009C02,Population - 2022,21073,"Galbally, Co.Limerick, ",2022,2022,Number,584.0,2AE19629179E13A3E055000000000001,127072
FP009C02,Population - 2022,18209,"Inchigeelagh, Co.Cork, ",2022,2022,Number,584.0,2AE196291EF813A3E055000000000001,47176
FP009C02,Population - 2022,08087,"Rathsaran, Co.Laois, ",2022,2022,Number,616.0,2AE1962916E313A3E055000000000001,107084
FP009C02,Population - 2022,27194,"Doonbally, Co.Galway, ",2022,2022,Number,616.0,2AE19629231313A3E055000000000001,67086
FP009C02,Population - 2022,32064,"Kilconny, Co.Cavan, ",2022,2022,Number,648.0,2AE196291CDA13A3E055000000000001,27054
FP009C02,Population - 2022,22028,"Ballygibbon, Co.Tipperary, ",2022,2022,Number,680.0,2AE19629198D13A3E055000000000001,217016
FP009C02,Population - 2022,12033,"Srah, Co.Offaly, ",2022,2022,Number,712.0,2AE196291A6D13A3E055000000000001,187081
FP009C02,Population - 2022,22030,"Ballynaclogh, Co.Tipperary, ",2022,2022,Number,744.0,2AE196291BF913A3E055000000000001,217022
FP009C02,Population - 2022,22038,"Kilcomenty, Co.Tipperary, ",2022,2022,Number,744.0,2AE196291C6B13A3E055000000000001,217092
FP009C02,Population - 2022,04007,"Balscadden, Co.Dublin, ",2022,2022,Number,744.0,2AE196291E3513A3E055000000000001,267016
FP009C02,Population - 2022,17073,"Turners Cross C, Co.Cork, ",2022,2022,Number,744.0,2AE1962921B713A3E055000000000001,48073
FP009C02,Population - 2022,29149,"Newport West, Co.Mayo, ",2022,2022,Number,808.0,2AE19629185D13A3E055000000000001,157127
FP009C02,Population - 2022,07075,"Inistioge, Co.Kilkenny, ",2022,2022,Number,808.0,2AE1962923F813A3E055000000000001,97050
FP009C02,Population - 2022,14027,"Killoughrum, Co.Wexford, ",2022,2022,Number,840.0,2AE196291E6613A3E055000000000001,247072
FP009C02,Population - 2022,11029,"Kilmainham, Co.Meath, ",2022,2022,Number,872.0,2AE19629185613A3E055000000000001,167052
FP009C02,Population - 2022,32049,"Clonervy, Co.Cavan, ",2022,2022,Number,904.0,2AE196291DAB13A3E055000000000001,27026
FP009C02,Population - 2022,33017,"Dunkineely, Co.Donegal, ",2022,2022,Number,904.0,2AE1962920E713A3E055000000000001,57059
FP009C02,Population - 2022,02118,"Mansion House B, Co.Dublin, ",2022,2022,Number,936.0,2AE196291DA013A3E055000000000001,268097
FP009C02,Population - 2022,34002,"Castleblayney Urban, Co.Monaghan, ",2022,2022,Number,1000.0,2AE196291AA013A3E055000000000001,177018
FP009C02,Population - 2022,09002,"Longford No.  Urban, Co.Longford, ",2022,2022,Number,1104.0,2AE19629192613A3E055000000000001,137044
FP009C02,Population - 2022,30110,"Strokestown, Co.Roscommon, ",2022,2022,Number,1232.0,2AE1962919E213A3E055000000000001,197103
FP009C02,Population - 2022,33068,"Birdstown, Co.Donegal, ",2022,2022,Number,1296.0,2AE1962921EE13A3E055000000000001,57015
FP009C02,Population - 2022,10026,"Drummullagh, Co.Louth, ",2022,2022,Number,1488.0,2AE1962918E113A3E055000000000001,147018
FP009C02,Population - 2022,33064,"Inis Mhic an Doirn, Co.Donegal, ",2022,2022,Number,1488.0,2AE1962920A213A3E055000000000001,57133
FP009C02,Population - 2022,31052,"Kilmacowen, Co.Sligo, ",2022,2022,Number,2336.0,2AE196291A3613A3E055000000000001,207050
FP009C02,Population - 2022,27162,"Wormhole, Co.Galway, ",2022,2022,Number,2592.0,2AE19629235113A3E055000000000001,67217
FP009C02,Population - 2022,02149,"Terenure B, Co.Dublin, ",2022,2022,Number,3744.0,2AE196291DF113A3E055000000000001,268145
FP009C02,Population - 2022,04039,"Swords-Seatown, Co.Dublin, ",2022,2022,Number,7489.0,2AE196291CB113A3E055000000000001,267134
FP009C02,Population - 2022,17024,"Farranferris A, Co.Cork, ",2022,2022,Number,2081.0,2AE19629217413A3E055000000000001,48024
FP009C02,Population - 2022,17044,"Mahon C, Co.Cork, ",2022,2022,Number,3361.0,2AE19629218F13A3E055000000000001,48044
FP009C02,Population - 2022,18262,"Rostellan, Co.Cork, ",2022,2022,Number,1361.0,2AE19629217013A3E055000000000001,47284
FP009C02,Population - 2022,29144,"Kilmeena, Co.Mayo, ",2022,2022,Number,1617.0,2AE19629195B13A3E055000000000001,157102
FP009C02,Population - 2022,33099,"Corravaddy, Co.Donegal, ",2022,2022,Number,1745.0,2AE1962920B313A3E055000000000001,57041
FP009C02,Population - 2022,21066,"Limerick South Rural, Co.Limerick, ",2022,2022,Number,1809.0,2AE1962917C113A3E055000000000001,127106
FP009C02,Population - 2022,30106,"Roscommon Urban, Co.Roscommon, ",2022,2022,Number,2001.0,2AE1962919D513A3E055000000000001,197098
FP009C02,Population - 2022,22003,"Templemore, Co.Tipperary, ",2022,2022,Number,2001.0,2AE196291C0B13A3E055000000000001,217156
FP009C02,Population - 2022,17054,"Shanakiel, Co.Cork, ",2022,2022,Number,3746.0,2AE19629219613A3E055000000000001,48051
FP009C02,Population - 2022,18131,"Fermoy Rural, Co.Cork, ",2022,2022,Number,4932.0,2AE196291F3413A3E055000000000001,47151
FP009C02,Population - 2022,03011,"Edmondstown, Co.Dublin, ",2022,2022,Number,5700.0,2AE196291D5F13A3E055000000000001,267083
FP009C02,Population - 2022,03017,"Lucan-St. Helen's, Co.Dublin, ",2022,2022,Number,16656.0,2AE196291DDE13A3E055000000000001,267103
FP009C02,Population - 2022,10021,"Carlingford, Co.Louth, ",2022,2022,Number,2211.0,2AE19629195D13A3E055000000000001,147005
FP009C02,Population - 2022,03047,"Terenure-Cherryfield, Co.Dublin, ",2022,2022,Number,2211.0,2AE196291CD713A3E055000000000001,267155
FP009C02,Population - 2022,02104,"Decies, Co.Dublin, ",2022,2022,Number,2723.0,2AE196291D6413A3E055000000000001,268057
FP009C02,Population - 2022,33096,"Ballymacool, Co.Donegal, ",2022,2022,Number,2723.0,2AE1962921DB13A3E055000000000001,57011
FP009C02,Population - 2022,02158,"Walkinstown A, Co.Dublin, ",2022,2022,Number,2851.0,2AE196291E0613A3E055000000000001,268154
FP009C02,Population - 2022,20037,"Singland B, Co.Limerick, ",2022,2022,Number,3363.0,2AE19629180213A3E055000000000001,128036
FP009C02,Population - 2022,10042,"Termonfeckin, Co.Louth, ",2022,2022,Number,4003.0,2AE19629193413A3E055000000000001,147038
FP009C02,Population - 2022,18239,"Rathluirc, Co.Cork, ",2022,2022,Number,4422.0,2AE196291F8D13A3E055000000000001,47090
FP009C02,Population - 2022,11026,"Ceannanus Mór (Kells) Rural, Co.Meath, ",2022,2022,Number,4934.0,2AE1962918BE13A3E055000000000001,167039
FP009C02,Population - 2022,13091,"Mullingar South Urban, Co.Westmeath, ",2022,2022,Number,4934.0,2AE196291B4313A3E055000000000001,237080
FP009C02,Population - 2022,29151,"Slievemahanagh, Co.Mayo, ",2022,2022,Number,521.0,2AE19629188B13A3E055000000000001,157138
FP009C02,Population - 2022,19105,"Duagh, Co.Co.Kerry, ",2022,2022,Number,521.0,2AE19629222513A3E055000000000001,77071
FP009C02,Population - 2022,07088,"Balleen, Co.Kilkenny, ",2022,2022,Number,521.0,2AE1962922A913A3E055000000000001,97004
FP009C02,Population - 2022,25079,"Newcastle, Co.Waterford, ",2022,2022,Number,553.0,2AE196291B2113A3E055000000000001,227074
FP009C02,Population - 2022,23168,"Killadriffe, Co.Tipperary, ",2022,2022,Number,553.0,2AE196291C8313A3E055000000000001,217098
FP009C02,Population - 2022,33128,"An Tearmann, Co.Donegal, ",2022,2022,Number,553.0,2AE1962920D513A3E055000000000001,57142
FP009C02,Population - 2022,19115,"Leitrim, Co.Co.Kerry, ",2022,2022,Number,553.0,2AE19629223713A3E055000000000001,77123
FP009C02,Population - 2022,19116,"Lislaughtin, Co.Co.Kerry, ",2022,2022,Number,553.0,2AE19629224513A3E055000000000001,77125
FP009C02,Population - 2022,07080,"Knocktopher, Co.Kilkenny, ",2022,2022,Number,553.0,2AE1962923C313A3E055000000000001,97072
FP009C02,Population - 2022,21136,"Templebredon, Co.Limerick, ",2022,2022,Number,585.0,2AE1962917C813A3E055000000000001,127133
FP009C02,Population - 2022,31045,"Cliffony South, Co.Sligo, ",2022,2022,Number,585.0,2AE1962919CD13A3E055000000000001,207027
FP009C02,Population - 2022,18118,"Manch, Co.Cork, ",2022,2022,Number,585.0,2AE19629219F13A3E055000000000001,47247
FP009C02,Population - 2022,15013,"Donard, Co.Wicklow, ",2022,2022,Number,617.0,2AE196291ED113A3E055000000000001,257029
FP009C02,Population - 2022,21048,"Uregare, Co.Limerick, ",2022,2022,Number,649.0,2AE1962917CB13A3E055000000000001,127136
FP009C02,Population - 2022,29096,"Kilvine, Co.Mayo, ",2022,2022,Number,649.0,2AE19629197113A3E055000000000001,157106
FP009C02,Population - 2022,32013,"Taghart, Co.Cavan, ",2022,2022,Number,649.0,2AE196291E1F13A3E055000000000001,27084
FP009C02,Population - 2022,06068,"Feighcullen, Co.Kildare, ",2022,2022,Number,649.0,2AE1962922C313A3E055000000000001,87038
FP009C02,Population - 2022,29114,"Killedan, Co.Mayo, ",2022,2022,Number,681.0,2AE19629194C13A3E055000000000001,157099
FP009C02,Population - 2022,16044,"Tomfinlough, Co.Clare, ",2022,2022,Number,681.0,2AE19629202013A3E055000000000001,37149
FP009C02,Population - 2022,34017,"Kiltybegs, Co.Monaghan, ",2022,2022,Number,713.0,2AE196291A8C13A3E055000000000001,177054
FP009C02,Population - 2022,13016,"Tubbrit, Co.Westmeath, ",2022,2022,Number,713.0,2AE196291B8913A3E055000000000001,237101
FP009C02,Population - 2022,18153,"Castlemagner, Co.Cork, ",2022,2022,Number,713.0,2AE196291F8213A3E055000000000001,47085
FP009C02,Population - 2022,33049,"Gleann Cholm Cille, Co.Donegal, ",2022,2022,Number,713.0,2AE19629206313A3E055000000000001,57072
FP009C02,Population - 2022,06025,"Kilrush, Co.Kildare, ",2022,2022,Number,713.0,2AE19629222313A3E055000000000001,87059
FP009C02,Population - 2022,29076,"Cloonkeen, Co.Mayo, ",2022,2022,Number,777.0,2AE19629196313A3E055000000000001,157055
FP009C02,Population - 2022,02151,"Terenure D, Co.Dublin, ",2022,2022,Number,777.0,2AE196291DF313A3E055000000000001,268147
FP009C02,Population - 2022,16035,"Killanniv, Co.Clare, ",2022,2022,Number,809.0,2AE196291FB413A3E055000000000001,37082
FP009C02,Population - 2022,21035,"Emlygrennan, Co.Limerick, ",2022,2022,Number,841.0,2AE19629179A13A3E055000000000001,127068
FP009C02,Population - 2022,14109,"Killinick, Co.Wexford, ",2022,2022,Number,873.0,2AE196291E6513A3E055000000000001,247071
FP009C02,Population - 2022,06050,"Kilpatrick, Co.Kildare, ",2022,2022,Number,905.0,2AE19629222113A3E055000000000001,87057
FP009C02,Population - 2022,29152,"Slievemore, Co.Mayo, ",2022,2022,Number,969.0,2AE19629188C13A3E055000000000001,157139
FP009C02,Population - 2022,30102,"Mote, Co.Roscommon, ",2022,2022,Number,1001.0,2AE1962919BD13A3E055000000000001,197091
FP009C02,Population - 2022,23158,"Cappagh, Co.Tipperary, ",2022,2022,Number,1001.0,2AE196291C3B13A3E055000000000001,217039
FP009C02,Population - 2022,24030,"Newtown, Co.Waterford, ",2022,2022,Number,1042.0,2AE196291BAF13A3E055000000000001,228029
FP009C02,Population - 2022,29147,"Louisburgh, Co.Mayo, ",2022,2022,Number,1106.0,2AE19629182D13A3E055000000000001,157116
FP009C02,Population - 2022,16107,"Cappavilla, Co.Clare, ",2022,2022,Number,1106.0,2AE196291FF813A3E055000000000001,37021
FP009C02,Population - 2022,20022,"Glentworth B, Co.Limerick, ",2022,2022,Number,1234.0,2AE1962917F413A3E055000000000001,128022
FP009C02,Population - 2022,34048,"Bellanode, Co.Monaghan, ",2022,2022,Number,1554.0,2AE196291A7C13A3E055000000000001,177008
FP009C02,Population - 2022,05004,"Ballinteer-Meadowbroads, Co.Dublin, ",2022,2022,Number,1554.0,2AE196291E2813A3E055000000000001,267011
FP009C02,Population - 2022,17003,"Ballinlough C, Co.Cork, ",2022,2022,Number,1682.0,2AE19629214D13A3E055000000000001,48003
FP009C02,Population - 2022,05033,"Dalkey-Bullock, Co.Dublin, ",2022,2022,Number,1810.0,2AE196291D2013A3E055000000000001,267063
FP009C02,Population - 2022,11017,"Rodanstown, Co.Meath, ",2022,2022,Number,1874.0,2AE19629181513A3E055000000000001,167079
FP009C02,Population - 2022,05003,"Ballinteer-Marley, Co.Dublin, ",2022,2022,Number,2212.0,2AE196291E2713A3E055000000000001,267010
FP009C02,Population - 2022,18104,"Whitechurch, Co.Cork, ",2022,2022,Number,3236.0,2AE19629213A13A3E055000000000001,47320
FP009C02,Population - 2022,02055,"Finglas South B, Co.Dublin, ",2022,2022,Number,5448.0,2AE196291D6E13A3E055000000000001,268067
FP009C02,Population - 2022,03038,"Tallaght-Oldbawn, Co.Dublin, ",2022,2022,Number,4425.0,2AE196291CCE13A3E055000000000001,267146
FP009C02,Population - 2022,21078,"Abbeyfeale, Co.Limerick, ",2022,2022,Number,2597.0,2AE19629175713A3E055000000000001,127001
FP009C02,Population - 2022,13083,"Kinnegad, Co.Westmeath, ",2022,2022,Number,3237.0,2AE196291B0F13A3E055000000000001,237068
FP009C02,Population - 2022,26015,"Rahoon, Co.Galway, ",2022,2022,Number,3493.0,2AE19629237513A3E055000000000001,68015
FP009C02,Population - 2022,33147,"Stranorlar, Co.Donegal, ",2022,2022,Number,4683.0,2AE1962920BC13A3E055000000000001,57137
FP009C02,Population - 2022,32034,"Virginia, Co.Cavan, ",2022,2022,Number,5195.0,2AE196291FAF13A3E055000000000001,27092
FP009C02,Population - 2022,19030,"Castlegregory, Co.Co.Kerry, ",2022,2022,Number,1043.0,2AE19629236613A3E055000000000001,77043
FP009C02,Population - 2022,18318,"Skull, Co.Cork, ",2022,2022,Number,1107.0,2AE1962921BF13A3E055000000000001,47295
FP009C02,Population - 2022,28001,"Ballinamore, Co.Leitrim, ",2022,2022,Number,1299.0,2AE1962916FC13A3E055000000000001,117009
FP009C02,Population - 2022,12005,"Birr Rural, Co.Offaly, ",2022,2022,Number,1299.0,2AE196291A3F13A3E055000000000001,187012
FP009C02,Population - 2022,33092,"Straid, Co.Donegal, ",2022,2022,Number,1299.0,2AE1962920BB13A3E055000000000001,57136
FP009C02,Population - 2022,25047,"Kilmacthomas, Co.Waterford, ",2022,2022,Number,1427.0,2AE196291BA113A3E055000000000001,227058
FP009C02,Population - 2022,06043,"Cadamstown, Co.Kildare, ",2022,2022,Number,1555.0,2AE19629227413A3E055000000000001,87016
FP009C02,Population - 2022,04042,"Turnapin, Co.Dublin, ",2022,2022,Number,1683.0,2AE196291CEA13A3E055000000000001,267160
FP009C02,Population - 2022,28039,"Drumahaire, Co.Leitrim, ",2022,2022,Number,1747.0,2AE19629172413A3E055000000000001,117027
FP009C02,Population - 2022,06002,"Athy West Urban, Co.Kildare, ",2022,2022,Number,3110.0,2AE19629223C13A3E055000000000001,87002
FP009C02,Population - 2022,02101,"Crumlin D, Co.Dublin, ",2022,2022,Number,4172.0,2AE196291D5013A3E055000000000001,268054
FP009C02,Population - 2022,04023,"Holmpatrick, Co.Dublin, ",2022,2022,Number,4173.0,2AE196291D9513A3E055000000000001,267094
FP009C02,Population - 2022,02110,"Kilmainham C, Co.Dublin, ",2022,2022,Number,4941.0,2AE196291D8D13A3E055000000000001,268085
FP009C02,Population - 2022,05015,"Blackrock-Stradbrook, Co.Dublin, ",2022,2022,Number,2599.0,2AE196291CC213A3E055000000000001,267024
FP009C02,Population - 2022,02064,"Harmonstown A, Co.Dublin, ",2022,2022,Number,2855.0,2AE196291D8413A3E055000000000001,268076
FP009C02,Population - 2022,17070,"Tramore C, Co.Cork, ",2022,2022,Number,2983.0,2AE1962921B413A3E055000000000001,48070
FP009C02,Population - 2022,02023,"Beaumont C, Co.Dublin, ",2022,2022,Number,3367.0,2AE196291D2113A3E055000000000001,268023
FP009C02,Population - 2022,05058,"Killiney North, Co.Dublin, ",2022,2022,Number,3367.0,2AE196291DB013A3E055000000000001,267096
FP009C02,Population - 2022,29085,"Ballyhaunis, Co.Mayo, ",2022,2022,Number,3495.0,2AE1962918D813A3E055000000000001,157025
FP009C02,Population - 2022,02004,"Arran Quay D, Co.Dublin, ",2022,2022,Number,3623.0,2AE196291CEE13A3E055000000000001,268004
FP009C02,Population - 2022,12042,"Edenderry Urban, Co.Offaly, ",2022,2022,Number,7502.0,2AE196291A9013A3E055000000000001,187036
FP009C02,Population - 2022,21074,"Kilbeheny, Co.Limerick, ",2022,2022,Number,261.0,2AE1962917AD13A3E055000000000001,127086
FP009C02,Population - 2022,31080,"Streamstown, Co.Sligo, ",2022,2022,Number,261.0,2AE1962919CF13A3E055000000000001,207072
FP009C02,Population - 2022,13020,"Doonis, Co.Westmeath, ",2022,2022,Number,261.0,2AE196291B7413A3E055000000000001,237037
FP009C02,Population - 2022,18035,"Douce, Co.Cork, ",2022,2022,Number,261.0,2AE196291EF513A3E055000000000001,47131
FP009C02,Population - 2022,28078,"Rowan, Co.Leitrim, ",2022,2022,Number,277.0,2AE19629173F13A3E055000000000001,117073
FP009C02,Population - 2022,13045,"Hilltown, Co.Westmeath, ",2022,2022,Number,277.0,2AE196291BD113A3E055000000000001,237053
FP009C02,Population - 2022,34054,"Derrygorry, Co.Monaghan, ",2022,2022,Number,293.0,2AE196291AE613A3E055000000000001,177033
FP009C02,Population - 2022,21020,"Rathmore, Co.Limerick, ",2022,2022,Number,309.0,2AE1962917D413A3E055000000000001,127124
FP009C02,Population - 2022,18290,"Cléire, Co.Cork, ",2022,2022,Number,309.0,2AE196291F3C13A3E055000000000001,47068
FP009C02,Population - 2022,19086,"Knocknahoe, Co.Co.Kerry, ",2022,2022,Number,309.0,2AE19629221C13A3E055000000000001,77119
FP009C02,Population - 2022,08024,"Kilnaseer, Co.Laois, ",2022,2022,Number,325.0,2AE1962916CF13A3E055000000000001,107062
FP009C02,Population - 2022,28002,"Cloverhill, Co.Leitrim, ",2022,2022,Number,325.0,2AE19629172113A3E055000000000001,117024
FP009C02,Population - 2022,29060,"Cnoc an Daimh, Co.Mayo, ",2022,2022,Number,325.0,2AE19629198513A3E055000000000001,157110
FP009C02,Population - 2022,22017,"Lorrha West, Co.Tipperary, ",2022,2022,Number,325.0,2AE196291C4413A3E055000000000001,217124
FP009C02,Population - 2022,18069,"Knocks, Co.Cork, ",2022,2022,Number,325.0,2AE19629213413A3E055000000000001,47231
FP009C02,Population - 2022,12061,"Bawn, Co.Offaly, ",2022,2022,Number,341.0,2AE196291AF713A3E055000000000001,187011
FP009C02,Population - 2022,16070,"Kilfiddane, Co.Clare, ",2022,2022,Number,341.0,2AE196291FA013A3E055000000000001,37076
FP009C02,Population - 2022,29110,"Cuildoo, Co.Mayo, ",2022,2022,Number,357.0,2AE19629198313A3E055000000000001,157067
